# trailing_flap_deflection  alpha                     Rey                       Mach                      trailing_flap_fraction    CL                        CD                        Cm                       
        -2.3271056693E-01          8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          6.2590000000E-01          1.7410000000E-02         -6.5000000000E-03
        -2.3271056693E-01          8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          2.0500000000E-02          2.7550000000E-02          9.7200000000E-02
        -2.3271056693E-01          8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -3.1010000000E-01          5.1600000000E-02          1.2520000000E-01
        -2.3271056693E-01          8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          6.6460000000E-01          1.9960000000E-02         -1.7000000000E-03
        -2.3271056693E-01          8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01          4.5500000000E-02          2.8280000000E-02          1.0080000000E-01
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          6.3230000000E-01          1.0960000000E-02         -1.3400000000E-02
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -9.2000000000E-02          2.2400000000E-02          1.2160000000E-01
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -1.0212000000E+00          1.3270000000E-02          2.3020000000E-01
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          6.4790000000E-01          1.1330000000E-02         -1.2900000000E-02
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -9.9750000000E-01          1.4900000000E-02          2.2590000000E-01
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          6.9990000000E-01          1.2710000000E-02         -1.0300000000E-02
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -7.4500000000E-02          2.3570000000E-02          1.2830000000E-01
        -2.3271056693E-01          8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -9.5170000000E-01          2.0320000000E-02          2.2020000000E-01
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -6.1450000000E-01          1.6760000000E-02          7.8000000000E-03
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -9.3610000000E-01          2.3470000000E-02          6.3300000000E-02
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -1.1416000000E+00          3.1390000000E-02          7.2800000000E-02
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -6.2590000000E-01          1.7410000000E-02          6.5000000000E-03
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -9.5130000000E-01          2.4790000000E-02          6.1600000000E-02
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -1.1683000000E+00          3.3800000000E-02          7.2100000000E-02
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -6.6460000000E-01          1.9960000000E-02          1.7000000000E-03
        -1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -1.2021000000E+00          4.2360000000E-02          6.0700000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -6.3240000000E-01          1.0960000000E-02          1.3400000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -1.0002000000E+00          1.5550000000E-02          7.8800000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -1.1736000000E+00          1.9620000000E-02          8.0400000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -6.4800000000E-01          1.1340000000E-02          1.2900000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -1.0156000000E+00          1.6280000000E-02          7.7000000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -1.1818000000E+00          2.0770000000E-02          7.6400000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -7.0000000000E-01          1.2710000000E-02          1.0300000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -1.0571000000E+00          1.8690000000E-02          6.7900000000E-02
        -1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -1.2004000000E+00          2.5810000000E-02          6.2600000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -5.3720000000E-01          1.5200000000E-02          1.4600000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -8.4940000000E-01          1.9040000000E-02          6.7000000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -1.0428000000E+00          2.5790000000E-02          7.5000000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -5.4900000000E-01          1.5610000000E-02          1.3900000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -8.5730000000E-01          1.9950000000E-02          6.4900000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -1.0559000000E+00          2.7260000000E-02          7.2900000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -5.8860000000E-01          1.7180000000E-02          1.1200000000E-02
        -1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -1.1154000000E+00          3.2720000000E-02          6.7900000000E-02
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -5.0800000000E-01          9.7100000000E-03          9.4000000000E-03
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -9.1220000000E-01          1.3920000000E-02          8.3600000000E-02
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -1.1001000000E+00          1.7140000000E-02          8.7100000000E-02
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -5.1550000000E-01          9.9400000000E-03          8.1000000000E-03
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -9.2680000000E-01          1.4460000000E-02          8.2700000000E-02
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -1.1095000000E+00          1.7930000000E-02          8.4100000000E-02
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -5.4000000000E-01          1.0730000000E-02          3.1000000000E-03
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -9.7050000000E-01          1.6170000000E-02          7.7500000000E-02
        -1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -1.1331000000E+00          2.1340000000E-02          7.3200000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -4.5520000000E-01          1.4400000000E-02          2.1500000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -7.6550000000E-01          1.5950000000E-02          7.1800000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -9.8130000000E-01          2.0740000000E-02          8.3500000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -4.6610000000E-01          1.4700000000E-02          2.1100000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -7.7240000000E-01          1.6550000000E-02          7.0000000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -9.8280000000E-01          2.1990000000E-02          8.0200000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -5.0460000000E-01          1.5820000000E-02          1.9700000000E-02
        -1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -1.0047000000E+00          2.5900000000E-02          7.2300000000E-02
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -3.5540000000E-01          8.6000000000E-03          3.0000000000E-04
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -8.2010000000E-01          1.2280000000E-02          8.7500000000E-02
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -1.0245000000E+00          1.4800000000E-02          9.3700000000E-02
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -3.5850000000E-01          8.7300000000E-03         -1.2000000000E-03
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -8.3230000000E-01          1.2700000000E-02          8.7000000000E-02
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -1.0320000000E+00          1.5460000000E-02          9.1100000000E-02
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -3.7000000000E-01          9.2100000000E-03         -6.0000000000E-03
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -8.7140000000E-01          1.4050000000E-02          8.4300000000E-02
        -1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -1.0567000000E+00          1.7890000000E-02          8.2900000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -3.7450000000E-01          1.4450000000E-02          2.9600000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -5.5670000000E-01          1.6060000000E-02          5.7500000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -8.9490000000E-01          1.8080000000E-02          9.2100000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -3.8340000000E-01          1.4630000000E-02          2.9100000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -5.8670000000E-01          1.5210000000E-02          5.9300000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -9.1410000000E-01          1.7530000000E-02          9.0700000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -4.1640000000E-01          1.5430000000E-02          2.7900000000E-02
        -1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -9.4080000000E-01          2.0380000000E-02          8.3600000000E-02
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -2.1310000000E-01          7.6200000000E-03         -5.7000000000E-03
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -7.2810000000E-01          1.0810000000E-02          9.1600000000E-02
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -9.4930000000E-01          1.2540000000E-02          1.0040000000E-01
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -2.1760000000E-01          7.7300000000E-03         -6.1000000000E-03
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -7.3730000000E-01          1.1120000000E-02          9.1200000000E-02
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -9.5670000000E-01          1.3050000000E-02          9.8600000000E-02
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -2.2960000000E-01          8.0900000000E-03         -7.9000000000E-03
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -7.6870000000E-01          1.2160000000E-02          9.0000000000E-02
        -1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -9.7620000000E-01          1.4920000000E-02          9.1800000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -2.6000000000E-01          1.5740000000E-02          3.1300000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -3.9030000000E-01          1.9880000000E-02          5.1300000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -7.4280000000E-01          2.4640000000E-02          9.5900000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -2.8550000000E-01          1.5770000000E-02          3.4500000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -3.9670000000E-01          1.9570000000E-02          5.0700000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -7.6040000000E-01          2.4090000000E-02          9.6000000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -3.1110000000E-01          1.6340000000E-02          3.3200000000E-02
        -1.1635528347E-01         -1.7453292520E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -8.0810000000E-01          2.2310000000E-02          9.3600000000E-02
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -1.0310000000E-01          6.9300000000E-03         -3.8000000000E-03
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -6.4170000000E-01          9.3800000000E-03          9.7200000000E-02
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -8.7940000000E-01          1.0390000000E-02          1.0850000000E-01
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -1.0500000000E-01          7.0300000000E-03         -4.0000000000E-03
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -6.4800000000E-01          9.6600000000E-03          9.7000000000E-02
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -8.9030000000E-01          1.1110000000E-02          1.0840000000E-01
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -1.1310000000E-01          7.3800000000E-03         -4.3000000000E-03
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -6.6970000000E-01          1.0530000000E-02          9.6300000000E-02
        -1.1635528347E-01         -1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -9.1020000000E-01          1.2870000000E-02          1.0390000000E-01
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          1.6950000000E-02         -0.0000000000E+00
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -1.6880000000E-01          2.0980000000E-02          2.9200000000E-02
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -5.6240000000E-01          2.8550000000E-02          8.9900000000E-02
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -0.0000000000E+00          1.7340000000E-02          0.0000000000E+00
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -1.8410000000E-01          2.1480000000E-02          3.2000000000E-02
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -5.8050000000E-01          2.8520000000E-02          9.1800000000E-02
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          0.0000000000E+00          1.8040000000E-02         -0.0000000000E+00
        -1.1635528347E-01          0.0000000000E+00          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -6.0830000000E-01          2.8790000000E-02          9.2200000000E-02
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -0.0000000000E+00          6.6800000000E-03          0.0000000000E+00
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -4.9810000000E-01          9.1300000000E-03          9.3100000000E-02
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -8.2980000000E-01          8.3900000000E-03          1.2220000000E-01
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -0.0000000000E+00          6.7700000000E-03          0.0000000000E+00
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -5.5730000000E-01          1.0080000000E-02          9.5933333333E-02
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -8.4510000000E-01          8.5800000000E-03          1.2320000000E-01
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -0.0000000000E+00          7.1400000000E-03          0.0000000000E+00
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -5.8490000000E-01          8.6300000000E-03          1.0600000000E-01
        -1.1635528347E-01          0.0000000000E+00          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -8.8040000000E-01          9.6000000000E-03          1.2300000000E-01
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          2.5990000000E-01          1.5730000000E-02         -3.1300000000E-02
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -4.6700000000E-02          2.0410000000E-02          2.5500000000E-02
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -3.7940000000E-01          2.8620000000E-02          7.6900000000E-02
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          2.8540000000E-01          1.5770000000E-02         -3.4500000000E-02
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -4.5400000000E-02          2.0920000000E-02          2.6300000000E-02
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -3.9130000000E-01          2.8960000000E-02          7.8500000000E-02
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          3.1110000000E-01          1.6340000000E-02         -3.3200000000E-02
        -1.1635528347E-01          1.7453292520E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -4.2840000000E-01          3.0810000000E-02          8.5500000000E-02
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          1.0310000000E-01          6.9300000000E-03          3.8000000000E-03
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -3.6500000000E-01          1.1020000000E-02          9.1600000000E-02
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -7.2750000000E-01          8.5900000000E-03          1.2570000000E-01
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          7.2500000000E-02          7.0900000000E-03          2.0333333333E-03
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -3.7590000000E-01          1.0920000000E-02          9.3800000000E-02
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -7.4130000000E-01          8.7300000000E-03          1.2740000000E-01
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          1.1310000000E-01          7.3800000000E-03          4.3000000000E-03
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -3.9410000000E-01          1.0790000000E-02          9.7200000000E-02
        -1.1635528347E-01          1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -7.8680000000E-01          9.1900000000E-03          1.3230000000E-01
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          3.7440000000E-01          1.4450000000E-02         -2.9600000000E-02
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01          3.0000000000E-02          2.0190000000E-02          3.1700000000E-02
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -2.4380000000E-01          2.8490000000E-02          7.2100000000E-02
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          3.4560000000E-01          1.5410000000E-02         -3.0033333333E-02
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          3.4000000000E-02          2.0500000000E-02          3.2300000000E-02
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -2.4990000000E-01          2.9020000000E-02          7.4000000000E-02
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          4.1630000000E-01          1.5430000000E-02         -2.7900000000E-02
        -1.1635528347E-01          3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -2.6950000000E-01          3.0760000000E-02          7.9900000000E-02
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          2.1310000000E-01          7.6200000000E-03          5.7000000000E-03
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -2.1540000000E-01          1.2190000000E-02          8.5600000000E-02
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -6.1640000000E-01          9.0700000000E-03          1.2740000000E-01
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          2.1750000000E-01          7.7300000000E-03          6.1000000000E-03
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -2.1790000000E-01          1.2250000000E-02          8.6800000000E-02
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -6.2870000000E-01          9.1800000000E-03          1.2950000000E-01
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          2.2960000000E-01          8.0900000000E-03          7.9000000000E-03
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -2.2930000000E-01          1.2430000000E-02          9.1600000000E-02
        -1.1635528347E-01          3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -6.6700000000E-01          9.6700000000E-03          1.3590000000E-01
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          4.5520000000E-01          1.4400000000E-02         -2.1500000000E-02
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01          1.1580000000E-01          1.9590000000E-02          3.7300000000E-02
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -6.1800000000E-02          2.6480000000E-02          5.7200000000E-02
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          4.6600000000E-01          1.4690000000E-02         -2.1100000000E-02
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          1.2120000000E-01          1.9750000000E-02          3.8200000000E-02
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -6.8300000000E-02          2.7140000000E-02          5.9700000000E-02
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          5.0450000000E-01          1.5820000000E-02         -1.9700000000E-02
        -1.1635528347E-01          5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -9.9600000000E-02          2.9350000000E-02          7.0000000000E-02
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          3.5540000000E-01          8.6000000000E-03         -3.0000000000E-04
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -6.5600000000E-02          1.2690000000E-02          7.8500000000E-02
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -5.0130000000E-01          9.6000000000E-03          1.2810000000E-01
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          3.5850000000E-01          8.7300000000E-03          1.2000000000E-03
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -6.1400000000E-02          1.2810000000E-02          7.9100000000E-02
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -5.1170000000E-01          9.7000000000E-03          1.3050000000E-01
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          3.7000000000E-01          9.2100000000E-03          6.0000000000E-03
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -5.8600000000E-02          1.3240000000E-02          8.3500000000E-02
        -1.1635528347E-01          5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -5.3700000000E-01          1.0260000000E-02          1.3670000000E-01
        -1.1635528347E-01          6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          5.3710000000E-01          1.5200000000E-02         -1.4600000000E-02
